Source,SourceLong,Target,Dramatist,Play_Title,Play_Title_Short,Act,Scene,Line_Number,Speaker,Location,Line,Physical_Location,Location_Score,In_London_Or_London,Mentioned_as_Location,Purpose,Location1,Location_General,Location_Specific,Details
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.4.2.191",2106,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,4,2,191,Touchstone,Cheapside,"Cheapside groom. The remedy was, we must part. Since when he hath had the",TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,Cheapside,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.4.2.193",5116,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,4,2,193,Touchstone,Virginia,"pound, dispersed among my customers, to furnish this his Virginian venture,",TRUE,"(5) World, outside Europe",FALSE,FALSE,Descriptor,North America,Virginia,Virginia,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.4.2.198",2103,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,4,2,198,Touchstone,Billingsgate,"in fresh flesh at Billingsgate for his own diet, to serve him the whole voyage - ",TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,Billingsgate,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.4.2.205",1319,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,4,2,205,Touchstone,Wood Street Counter prison,"as thus, 'Knight, you shall be encountered', that is, had to the Counter; or",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Wood Street Counter prison,Marked specifically as the Wood Street Counter rather than the other one in the Poultry because this is the one where Petronel and Quicksilver end up.
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.4.2.241",2128,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,4,2,241,Touchstone,Tyburn,"as thou rid'st in triumph to Tyburn and cry, 'Yonder goes honest Frank, mad",TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,Tyburn,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.4.2.258",1282,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,4,2,258,Touchstone,Security's house,"seal up both house and goods to the King's use, or my satisfaction.",FALSE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Security's house,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.4.2.259",1319,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,4,2,259,Golding,Wood Street Counter prison,"Officers, take 'em to the Counter.",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Wood Street Counter prison,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.1.10",2115,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,1,10,Sindefy,London,"London and promised marriage, and now likely to be forsaken, for he is in",TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,London,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.1.15",2115,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,1,15,Gertrude,London,"good as no knight, Sin. And I was born in London, which is more than brought",TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,London,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.1.17",1319,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,1,17,Gertrude,Wood Street Counter prison,"i'the country, all my knight's living lies i'the Counter, Sin. There's his castle",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Wood Street Counter prison,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.1.24",4004,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,1,24,Gertrude,England,"England, have used their ladies so, Sin, or Sir Lancelot, or Sir Tristram?",TRUE,(4) Europe,FALSE,FALSE,Descriptor,England,,England,"The full phrase is, 'Palmerin of ~' thus it is a description."
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.1.34",3134,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,1,34,Sindefy,Winchester,"Ay, madam, they were knights of the Round Table at Winchester that",TRUE,"(3) England, outside London",FALSE,TRUE,Location,England,Winchester,Winchester,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.1.35",2006,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,1,35,Sindefy,London taverns,"sought adventures, but these of the square table at ordinaries, that sit at",TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,London taverns,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.1.55",2115,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,1,55,Gertrude,London,"alone. Some other gentle-born o'the city have the same longing, I trust. And",TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,London,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.1.73",2005,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,1,73,Gertrude,London streets,I would scatter some on't i'th'streets for poor ladies to find when their knights,TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,London streets,"Mentioned generally, so 2 is selected."
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.1.109",4005,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,1,109,Mrs Touchstone,France,"without French wires, or cheatbread, or quails, or a little dog, or a gentleman",TRUE,(4) Europe,FALSE,FALSE,Nationality,France,,France,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.1.136",1209,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,1,136,Mrs Touchstone,Blue Anchor tavern,order for your debts i'the alehouse.,TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Blue Anchor tavern,"As it is the only alehouse/tavern visited, this reference is assumed to be to the Blue Anchor."
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.1.16-17",6202,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,1,16-17,Gertrude,Eastward Castle,"up, Sin; and already forsaken, which is past likelihood, Sin; and instead of land | i'the country, all my knight's living lies i'the Counter, Sin. There's his castle",FALSE,(6) Not on Earth,FALSE,TRUE,Location,England,Country spaces,Eastward Castle,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.2.13",1319,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,2,13,Wolf,Wood Street Counter prison,"and a third from old Security, who is almost mad in prison. There are",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Wood Street Counter prison,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.2.17",1319,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,2,17,Touchstone,Wood Street Counter prison,"of a prison, should labour the release of your prisoners! Whereas methinks it",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Wood Street Counter prison,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.2.23",4004,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,2,23,Wolf,England,"I have had all sorts of men i'the kingdom under my keys, and almost of",TRUE,(4) Europe,FALSE,TRUE,Location,England,,England,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.2.24",4004,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,2,24,Wolf,England,"all religions i'the land, as papist, Protestant, puritan, Brownist, Anabaptist,",TRUE,(4) Europe,FALSE,TRUE,Location,England,,England,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.2.32",1252,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,2,32,Wolf,Knights' Ward of Wood Street Counter prison,"say so. The knight will i'the Knights' Ward, do what we can, sir, and Master",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Knights' Ward of Wood Street Counter prison,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.2.33",1244,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,2,33,Wolf,Hole Ward of Wood Street Counter prison,Quicksilver would be i'the Hole if we would let him. I never knew or saw,TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Hole Ward of Wood Street Counter prison,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.2.35",1319,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,2,35,Wolf,Wood Street Counter prison,"of psalms and edifying the whole prison. Only Security sings a note too high,",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Wood Street Counter prison,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.2.36",1310,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,2,36,Wolf,Twopenny Ward of Wood Street Counter prison,"sometimes, because he lies i'the Twopenny Ward, far off, and cannot take his",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Twopenny Ward of Wood Street Counter prison,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.2.47",1319,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,2,47,Wolf,Wood Street Counter prison,"nor read. He was called the bandog o'the Counter, and he has brought him",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Wood Street Counter prison,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.3.2",1319,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,3,2,Bramble,Wood Street Counter prison,I would speak with one Security that is prisoner here.,TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Wood Street Counter prison,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.3.7",1319,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,3,7,Security,Wood Street Counter prison,"What is he? Is't one that grafts my forehead, now I am in prison, and",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Wood Street Counter prison,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.3.14",1211,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,3,14,Bramble,Bramble's house,"She is now at my house, sir, and desired me that I would come to visit",FALSE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Bramble's house,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.3.23",6006,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,3,23,Security,Hell,"had I never married I had never known this purgatory, to which hell is a kind",FALSE,(6) Not on Earth,FALSE,FALSE,Other,Hell,,Hell,"The phrase 'hell is a kind of cool bath' is echoed from Eastward Ho among other places, where Hell is associated with something cool."
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.3.33",2115,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,3,33,Second Prisoner,London,"Why, it is he that was the gallant prentice of London, Master",TRUE,(2) General London Location,TRUE,FALSE,Descriptor,England,London,London,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.3.38",2115,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,3,38,Second Prisoner,London,"Oh, the royallest fellow that was ever bred up i'the city! He",TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,London,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.3.40",2003,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,3,40,Second Prisoner,London brothels,company; go with them to bawdy-houses; had his six men in a livery; kept a,TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,London brothels,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.3.42",1319,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,3,42,Second Prisoner,Wood Street Counter prison,silver. Here's one knight with him here in prison.,TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Wood Street Counter prison,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.3.61",2115,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,3,61,Bramble,London,"Hardly. There are none of the judges in town, else you should remove",TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,London,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.3.63",2115,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,3,63,Bramble,London,"your tale sensibly to some justice o'the town, that he may have feeling of it,",TRUE,(2) General London Location,TRUE,FALSE,Descriptor,England,London,London,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.3.72",1319,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,3,72,Quicksilver,Wood Street Counter prison,do not molest us in prison thus with your winding devices. Pray you depart.,TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Wood Street Counter prison,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.4.36",1319,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,4,36,Wolf,Wood Street Counter prison,"Ay, by my faith, sir. He is in prison and required me to use all speed and",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Wood Street Counter prison,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.5.20",2132,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,5,20,First Prisoner,Whitefriars,"running horses, and Whitefriars, and against bawds, and of cocks, and talk as",TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,Whitefriars,An area of London renowned for its prostitutes.
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.5.36",3108,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,5,36,Quicksilver,Cambridge,"Cambridge, that cut off the horse's head at a blow.",TRUE,"(3) England, outside London",FALSE,TRUE,Location,England,Cambridge,Cambridge,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.5.40",2106,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,5,40,Quicksilver,Cheapside,"In Cheapside famous for gold and plate,",TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,Cheapside,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.5.63",1295,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,5,63,Quicksilver,Thames River,But Thames and tempest did me stay.',TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Thames River,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.5.64",6005,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,5,64,Touchstone,Heaven,"This cannot be feigned, sure. Heaven pardon my severity!",FALSE,(6) Not on Earth,FALSE,FALSE,Oath,Heaven,,Heaven,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.5.103",2106,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,5,103,Quicksilver,Cheapside,"Farewell Cheapside, farewell, sweet trade,",TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,Cheapside,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.5.108",4005,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,5,108,Quicksilver,France,Avoid them as you would French scabs.,TRUE,(4) Europe,FALSE,FALSE,Nationality,France,,France,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.5.112",1277,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,5,112,Quicksilver,Poultry Counter prison,"Scape Tyburn, Counters, and the Spittle.'",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Poultry Counter prison,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.5.112",1290,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,5,112,Quicksilver,St Mary Spital (?),"Scape Tyburn, Counters, and the Spittle.'",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,St Mary Spital (?),"While St Mary Spital had been demolished in 1539, it was a promenant spital in London. The Map of Early Modern London associates this line with St Mary Spital, but could be doing so more generally."
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.5.112",1311,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,5,112,Quicksilver,Tyburn gallows,"Scape Tyburn, Counters, and the Spittle.'",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Tyburn gallows,"From the context with which Quicksilver is referring to Tyburn here, it is most likely he refers specifically to execution, and therefore the gallows."
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.5.112",1319,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,5,112,Quicksilver,Wood Street Counter prison,"Scape Tyburn, Counters, and the Spittle.'",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Wood Street Counter prison,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.5.141",1319,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,5,141,Touchstone,Wood Street Counter prison,"Counter. - See, we are encountered with more suitors.",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Wood Street Counter prison,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.5.151",2115,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,5,151,Gertrude,London,"velvet cap, too; and would make a mouth at the city as I rid through it, and",TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,London,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.5.152",1291,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,5,152,Gertrude,St Mary-le-bow,"stop mine ears at Bow-bell. I have said your beard was a base one, father; and",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,St Mary-le-bow,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.5.171",6006,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,5,171,Touchstone,Hell,"others will take it for you. Besides, you being a usurer and likely to go to hell,",FALSE,(6) Not on Earth,FALSE,TRUE,Location,Hell,,Hell,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.5.180",2106,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,5,180,Quicksilver,Cheapside,children of Cheapside.,TRUE,(2) General London Location,TRUE,FALSE,Descriptor,England,London,Cheapside,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.5.5.181",2115,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,5,5,181,Touchstone,London,"Thou has thy wish. Now, London, look about,",TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,London,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.Epilogue..2",1319,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,Epilogue,,2,Touchstone,Wood Street Counter prison,out at the Counter. See if the streets and the fronts of,TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Wood Street Counter prison,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.Epilogue..8",1208,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,Epilogue,,8,Touchstone,Blackfriars Theatre,"May this attract you, hither, once a week.",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Blackfriars Theatre,"Hither' in this phrase, means the Blackfriars Theatre specifically. It is quite a Jonsonian thing to do to reference the theatres openly, especially Blackfriars (see both Alchemist and Devil) since he was so familiar with them."
John Marston.Courtesan,John Marston.Courtesan.1.1.3,4017,John Marston,The Dutch Courtesan,Courtesan,1,1,3,Malheureux,Spain,"on thy Spanish leather jerkin, most hardly-honest Mulligrub.",TRUE,(4) Europe,FALSE,TRUE,Location,Spain,,Spain,
John Marston.Courtesan,John Marston.Courtesan.1.1.27,6005,John Marston,The Dutch Courtesan,Courtesan,1,1,27,Frreevill,Heaven,harper (whose eyes heaven had shut up from beholding,FALSE,(6) Not on Earth,FALSE,TRUE,Location,Heaven,,Heaven,
John Marston.Courtesan,John Marston.Courtesan.1.1.36,6005,John Marston,The Dutch Courtesan,Courtesan,1,1,36,Tysefew,Heaven,Which did not pierce the heavens.,FALSE,(6) Not on Earth,FALSE,TRUE,Location,Heaven,,Heaven,
John Marston.Courtesan,John Marston.Courtesan.1.1.65,4004,John Marston,The Dutch Courtesan,Courtesan,1,1,65,Freevill,England,"come home to their own doors. What, suffer a man to have a",TRUE,(4) Europe,FALSE,TRUE,Location,England,,England,
John Marston.Courtesan,John Marston.Courtesan.1.1.75,6005,John Marston,The Dutch Courtesan,Courtesan,1,1,75,Freevill,Heaven,"Ay, or else few men would wish to go to heaven: and, not",FALSE,(6) Not on Earth,FALSE,TRUE,Location,Heaven,,Heaven,
John Marston.Courtesan,John Marston.Courtesan.1.1.117,4005,John Marston,The Dutch Courtesan,Courtesan,1,1,117,Freevill,France,"you give them the French crown, they'll  give you the French",TRUE,(4) Europe,FALSE,FALSE,Nationality,France,,France,
John Marston.Courtesan,John Marston.Courtesan.1.1.117,4005,John Marston,The Dutch Courtesan,Courtesan,1,1,117,Freevill,France,"you give them the French crown, they'll  give you the French",TRUE,(4) Europe,FALSE,FALSE,Nationality,France,,France,
John Marston.Courtesan,John Marston.Courtesan.1.1.63-64,4011,John Marston,The Dutch Courtesan,Courtesan,1,1,63-64,Freevill,Low Countries,married men love the stews as Englishmen lov'd the Low | Countries: wish war should be maintain'd there lest it should,TRUE,(4) Europe,FALSE,TRUE,Location,Belgium; Netherlands; Luxembourg,,Low Countries,
John Marston.Courtesan,John Marston.Courtesan.1.1.63-64,4011,John Marston,The Dutch Courtesan,Courtesan,1,1,63-64,Freevill,Low Countries,married men love the stews as Englishmen lov'd the Low | Countries: wish war should be maintain'd there lest it should,TRUE,(4) Europe,FALSE,FALSE,Nationality,England,,Low Countries,
John Marston.Courtesan,John Marston.Courtesan.1.2.13,4203,John Marston,The Dutch Courtesan,Courtesan,1,2,13,Cocledemoy,Temple of Diana,"Diana's temple? Dost hear, bawd?",TRUE,(4) Europe,FALSE,TRUE,Location,Italy,Rome,Temple of Diana,"Built in the 6th century BC, a Roman temple. Closed at  least in the  4th century."
John Marston.Courtesan,John Marston.Courtesan.1.2.53,2108,John Marston,The Dutch Courtesan,Courtesan,1,2,53,Cocledemoy,Clerkenwell,and die well since most commonly they live in Clerkenwell,TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,Clerkenwell,A district in London.
John Marston.Courtesan,John Marston.Courtesan.1.2.54,1212,John Marston,The Dutch Courtesan,Courtesan,1,2,54,Cocledemoy,Bridewell Prison,"and  die in Bridewell. Dixi, Mary.",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Bridewell Prison,
John Marston.Courtesan,John Marston.Courtesan.2.1.97,6005,John Marston,The Dutch Courtesan,Courtesan,2,1,97,Freevill,Heaven,"What, to affect that which thy friend affected? By heaven,",FALSE,(6) Not on Earth,FALSE,FALSE,Oath,Heaven,,Heaven,
John Marston.Courtesan,John Marston.Courtesan.2.1.112,6006,John Marston,The Dutch Courtesan,Courtesan,2,1,112,Freevill,Hell,"cold, I'll tell thee. Hell and the prodigies of angry Jove",FALSE,(6) Not on Earth,FALSE,TRUE,Location,Hell,,Hell,
John Marston.Courtesan,John Marston.Courtesan.2.1.189,1301,John Marston,The Dutch Courtesan,Courtesan,2,1,189,Holifernes,The Three Razors tavern(?),"At the sign of the Three Razors, sir.",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,The Three Razors tavern(?),"Could be a tavern or barbers' shop of some sort, but noted here as a specific location in London."
John Marston.Courtesan,John Marston.Courtesan.2.1.197,1301,John Marston,The Dutch Courtesan,Courtesan,2,1,197,Cocledemoy,The Three Razors tavern(?),As I am an honest man. The Three Razors?,TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,The Three Razors tavern(?),
John Marston.Courtesan,John Marston.Courtesan.2.1.203,4013,John Marston,The Dutch Courtesan,Courtesan,2,1,203,Cocledemoy,Netherlands,"Spansh, Dutch, or Welsh - no, a Northern barber! Very",TRUE,(4) Europe,FALSE,FALSE,Nationality,Netherlands,,Netherlands,
John Marston.Courtesan,John Marston.Courtesan.2.1.203,3012,John Marston,The Dutch Courtesan,Courtesan,2,1,203,Cocledemoy,Northern England,"Spansh, Dutch, or Welsh - no, a Northern barber! Very",TRUE,"(3) England, outside London",FALSE,FALSE,Nationality,England,Northern England,Northern England,
John Marston.Courtesan,John Marston.Courtesan.2.1.203,4017,John Marston,The Dutch Courtesan,Courtesan,2,1,203,Cocledemoy,Spain,"Spanish, Dutch, or Welsh - no, a Northern barber! Very",TRUE,(4) Europe,FALSE,FALSE,Nationality,Spain,,Spain,
